Store,State,Date,Sales,MSA,DistributionCenter
Store-Broomall PA,PA,6/4/2021,13130.08,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/7/2021,5547.23,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/8/2021,7943.26,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/9/2021,12977.20,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/10/2021,8126.39,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/11/2021,10733.99,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/14/2021,6630.91,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/15/2021,11212.60,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/16/2021,11815.89,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/17/2021,8393.27,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/18/2021,10524.33,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/21/2021,5121.91,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/22/2021,9160.39,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/23/2021,14591.77,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/24/2021,7654.66,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/25/2021,7987.51,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/28/2021,10664.25,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/29/2021,9946.22,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,6/30/2021,6047.27,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/1/2021,26217.65,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/2/2021,9206.92,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/6/2021,11275.37,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/7/2021,10355.33,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/8/2021,10908.32,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/9/2021,6276.72,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/12/2021,10485.56,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/13/2021,7722.98,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/14/2021,9345.87,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/15/2021,5351.54,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/16/2021,10342.21,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/19/2021,10267.16,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/20/2021,10843.28,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/21/2021,12553.17,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/22/2021,14491.45,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/23/2021,5697.76,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/26/2021,10601.46,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/27/2021,9433.73,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/28/2021,6993.87,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/29/2021,24123.59,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,7/30/2021,4228.86,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/2/2021,28863.27,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/3/2021,13971.03,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/4/2021,8380.89,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/5/2021,7599.34,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/6/2021,12647.11,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/9/2021,8075.34,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/10/2021,9071.01,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/11/2021,11085.20,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/12/2021,5225.40,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/13/2021,9914.98,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/16/2021,11579.09,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/17/2021,12649.13,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/18/2021,9064.48,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/19/2021,6778.53,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/20/2021,11338.53,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/23/2021,8385.73,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/24/2021,10279.88,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/25/2021,10179.58,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/26/2021,8360.89,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/27/2021,8704.63,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/30/2021,9637.76,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,8/31/2021,4829.16,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/1/2021,24155.48,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/2/2021,3418.51,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/3/2021,7911.55,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/7/2021,10269.42,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/8/2021,12984.72,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/9/2021,6020.28,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/10/2021,11268.95,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/13/2021,8304.56,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/14/2021,7149.24,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/15/2021,9881.81,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/16/2021,10168.72,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/17/2021,8767.11,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/20/2021,8083.06,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/21/2021,10031.48,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/22/2021,5757.74,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/23/2021,7211.48,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/24/2021,8433.32,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/27/2021,5577.02,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/28/2021,9005.70,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/29/2021,11012.51,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,9/30/2021,3569.56,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/1/2021,18010.21,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/4/2021,13039.49,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/5/2021,8909.57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/6/2021,10436.83,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/7/2021,10622.03,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/8/2021,10895.83,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/11/2021,10040.39,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/12/2021,-1953.23,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/13/2021,12663.87,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/14/2021,5281.57,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/15/2021,6938.89,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/18/2021,12600.76,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/19/2021,4802.32,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/20/2021,12053.44,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/21/2021,12039.02,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/22/2021,6504.77,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/25/2021,8139.19,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/26/2021,4594.18,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/27/2021,13122.97,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/28/2021,4177.77,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,10/29/2021,4569.83,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/1/2021,27990.52,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/2/2021,16380.43,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/3/2021,3341.25,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/4/2021,7438.40,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/5/2021,7275.21,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/8/2021,13137.90,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/9/2021,10602.60,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/10/2021,11821.52,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/11/2021,6960.27,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/12/2021,8834.44,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/15/2021,16456.29,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/16/2021,5947.09,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/17/2021,9410.13,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/18/2021,5586.98,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/19/2021,4427.64,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/22/2021,11498.46,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/23/2021,9511.18,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/24/2021,9499.48,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/29/2021,8183.26,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,11/30/2021,7372.64,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/1/2021,35334.34,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/2/2021,7253.98,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/3/2021,8565.27,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/6/2021,7448.60,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/7/2021,4881.78,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/8/2021,5930.39,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/9/2021,13813.68,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/10/2021,6826.25,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/13/2021,8437.98,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/14/2021,9467.26,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/15/2021,11201.75,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/16/2021,4712.91,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/17/2021,10226.47,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/20/2021,15429.95,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/21/2021,12699.78,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/22/2021,7298.21,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/27/2021,6344.71,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/28/2021,7986.61,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/29/2021,4669.85,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Broomall PA,PA,12/30/2021,4378.54,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro",DC-2
Store-Washington NC,NC,1/2/2020,2835.79,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/3/2020,3052.41,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/6/2020,673.67,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/7/2020,4316.30,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/8/2020,2883.79,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/9/2020,1150.54,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/10/2020,1351.03,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/13/2020,1683.97,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/14/2020,3840.07,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/15/2020,4404.26,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/16/2020,1660.23,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/17/2020,1852.63,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/20/2020,2531.66,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/21/2020,5960.65,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/22/2020,6066.02,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/23/2020,1557.08,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/24/2020,933.14,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/27/2020,2880.24,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/28/2020,2878.40,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/29/2020,3820.86,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/30/2020,3619.68,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,1/31/2020,1833.10,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/3/2020,464.46,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/4/2020,5288.79,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/5/2020,3295.46,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/6/2020,2135.36,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/7/2020,1266.33,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/10/2020,1125.90,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/11/2020,4619.77,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/12/2020,7658.66,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/13/2020,1863.42,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/14/2020,1307.62,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/17/2020,1184.32,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/18/2020,3970.96,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/19/2020,4371.77,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/20/2020,716.98,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/21/2020,1049.95,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/24/2020,922.57,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/25/2020,4064.70,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/26/2020,1134.00,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/27/2020,2933.04,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,2/28/2020,1230.00,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/2/2020,1110.74,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/3/2020,5235.04,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/4/2020,2956.42,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/5/2020,1345.02,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/6/2020,1419.71,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/9/2020,253.59,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/10/2020,7397.25,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/11/2020,707.56,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/12/2020,7890.56,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/13/2020,3229.17,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/16/2020,1473.11,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/17/2020,4548.91,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/18/2020,3825.36,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/19/2020,2183.08,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/20/2020,2377.56,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/23/2020,1515.55,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/24/2020,6257.79,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/25/2020,2766.60,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/26/2020,7114.46,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/27/2020,1235.91,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/30/2020,930.60,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,3/31/2020,5228.35,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,4/1/2020,1702.41,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,4/2/2020,1749.74,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,4/3/2020,876.07,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,4/6/2020,3464.50,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,4/7/2020,3585.47,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,4/8/2020,3091.98,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,4/9/2020,1668.83,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,4/28/2020,0.00,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/6/2020,1106.13,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/7/2020,539.49,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/11/2020,396.50,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/12/2020,4288.08,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/13/2020,3321.63,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/14/2020,616.47,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/15/2020,1082.24,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/18/2020,4843.02,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/19/2020,4713.71,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/20/2020,4440.80,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/21/2020,563.15,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/22/2020,3772.09,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/26/2020,3884.82,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/27/2020,3109.32,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/28/2020,4352.76,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,5/29/2020,866.64,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/1/2020,4500.46,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/2/2020,2579.77,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/3/2020,2363.36,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/4/2020,1607.37,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/5/2020,299.98,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/8/2020,2118.35,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/9/2020,4577.18,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/10/2020,1955.29,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/11/2020,1605.62,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/12/2020,292.93,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/15/2020,4028.51,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/16/2020,7046.88,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/17/2020,423.81,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/18/2020,885.42,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/19/2020,1640.49,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/22/2020,1705.68,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/23/2020,5393.80,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/24/2020,1692.90,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/25/2020,2597.35,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/26/2020,1405.22,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/29/2020,1771.00,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,6/30/2020,5549.32,"Greenville, NC Metro Area",DC-2
Store-Washington NC,NC,7/1/2020,1441.17,"Greenville, NC Metro Area",DC-2
